timestamp,cat_meaning,cat_breed,current_brand,factor_natural,factor_imported,factor_taste,factor_foreign,factor_brand_fame,packaging_influence,image_preference,pkg_premium,pkg_cat_image,pkg_kibble_image,pkg_ingredient_image,pkg_eco_friendly,pkg_origin_symbol,pkg_benefit_symbol,pkg_guarantee,memorable_brand,desired_addition,opt1_want_buy,opt1_standout,opt1_premium,opt1_taste,opt1_suit_me,opt2_want_buy,opt2_standout,opt2_premium,opt2_taste,opt2_suit_me,opt3_want_buy,opt3_standout,opt3_premium,opt3_taste,opt3_suit_me,opt4_want_buy,opt4_standout,opt4_premium,opt4_taste,opt4_suit_me,opt5_want_buy,opt5_standout,opt5_premium,opt5_taste,opt5_suit_me,opt6_want_buy,opt6_standout,opt6_premium,opt6_taste,opt6_suit_me,opt7_want_buy,opt7_standout,opt7_premium,opt7_taste,opt7_suit_me,opt8_want_buy,opt8_standout,opt8_premium,opt8_taste,opt8_suit_me,opt9_want_buy,opt9_standout,opt9_premium,opt9_taste,opt9_suit_me,opt10_want_buy,opt10_standout,opt10_premium,opt10_taste,opt10_suit_me,top3_choices,age,gender,marital_status
6/26/2024 17:20:27,สมาชิกในครอบครัว,เมนคูน / อเมริกันช็อตแฮร์,โอลิเวอร์ / ฮีโร่แคท,4,2,5,1,2,1,ได้ทั้งสองแบบ หากถูกใจ,1,5,5,5,4,3,5,3,อโวเดิร์ม,ผัก,3,5,2,4,1,3,5,3,2,2,4,5,3,3,1,4,5,3,3,4,4,5,3,3,5,5,5,4,3,5,5,5,3,3,5,4,5,3,3,4,4,3,3,2,5,5,3,3,4,5,"Option 6, Option 7, Option 8",40-49,หญิง,แต่งงานแล้ว
6/26/2024 17:35:25,เป็นลูก,สก็อตติช,แคทิวา,5,5,4,5,5,1,ได้ทั้งสองแบบ หากถูกใจ,5,5,5,5,5,5,5,5,ยูโอ,เติมสารอาหาร,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,"Option 2, Option 7, Option 9",20-29,หญิง,โสด ไม่มีแฟน
6/26/2024 17:42:01,เหมือนลูก,ขาวมณี โกนจา สก็อต+บริติช เมนคูน,แม็กซิม่า,5,3,5,4,4,1,ได้ทั้งสองแบบ หากถูกใจ,4,3,4,3,5,5,5,4,แคทิวา,วิตามินอื่นๆที่ดีต่อแมว,3,3,2,1,1,3,3,3,3,3,4,3,4,5,5,4,4,3,3,3,3,3,3,3,3,4,4,5,4,5,5,5,5,4,4,3,3,3,4,3,3,3,3,3,3,4,4,5,5,4,"Option 3, Option 6, Option 10",30-39,หญิง,มีแฟนแต่ยังไม่แต่งงาน
6/26/2024 18:23:30,เป็นเหมือนสิ่งที่ฮิลใจตัวเอง,scottish fold,Purino Neo,5,4,5,3,5,1,ภาพแมวจริง หรือแมวสมจริง (AI),5,5,3,5,3,5,5,4,Purino Neo เพราะมีภาพแมวชัดเจน มีข้อความบอกส่วนผสม และบอกช่วงอายุน้องแมวที่ทานได้,,4,5,4,4,4,5,5,4,4,4,4,4,4,4,4,3,5,4,4,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,4,3,3,4,"Option 1, Option 2, Option 5",30-39,ชาย,โสด ไม่มีแฟน
6/26/2024 18:27:38,เป็นลูก,อเมริกันช็อตแฮร์,แคทิวา,5,5,5,5,4,1,ภาพแมวจริง หรือแมวสมจริง (AI),5,5,5,5,5,5,5,5,แคทิวา เพราะเลี้ยงในบ้าน,,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,"Option 1, Option 2, Option 3",30-39,หญิง,มีแฟนแต่ยังไม่แต่งงาน
6/26/2024 18:29:25,เหมือนทุกอย่าง,ไทย,Allwell,4,2,5,3,4,1,ได้ทั้งสองแบบ หากถูกใจ,4,3,3,3,3,3,4,3,Buzz แปลก สวยดี,เพิ่มปริมาณ,4,4,3,4,3,3,4,3,3,3,5,5,5,4,5,5,5,4,4,4,4,4,3,4,3,4,5,4,3,3,4,4,4,4,4,4,5,5,4,4,3,4,3,3,3,3,4,4,3,3,"Option 2, Option 6, Option 7",50+,ชาย,แต่งงานแล้ว
6/26/2024 18:32:59,เป็นเจ้านายค่ะ,ปอร์เซียผสมไทย,King Cat,3,3,5,3,4,0,ภาพแมวจริง หรือแมวสมจริง (AI),3,3,3,3,3,3,3,4,King Cat เพราะเป็นแบรนด์พรีเมี่ยม,,4,4,3,2,2,4,4,3,3,2,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,3,4,4,2,2,2,2,2,3,4,3,3,2,"Option 2, Option 3, Option 7",30-39,หญิง,โสด ไม่มีแฟน
6/26/2024 18:34:02,ลูก และคนในครอบครัว,Exotic short hair,King cot,5,3,5,4,5,1,ได้ทั้งสองแบบ หากถูกใจ,4,4,3,4,3,4,5,5,จำไม่ได้,ไม่ทราบ,3,5,4,3,4,3,4,4,3,3,5,5,5,3,4,5,5,5,5,4,3,4,3,4,3,5,5,4,5,4,5,5,4,5,5,4,5,4,4,4,3,4,4,4,3,4,5,4,5,4,"Option 6, Option 7, Option 10",30-39,ชาย,แต่งงานแล้ว
6/26/2024 18:36:41,เลี้ยงเป็นลูกเลยค่าา รักมาก ทะนุถนอมสุดๆ,British shorthair  NY25,Kingcat และ Solid gold,4,3,5,3,4,1,ได้ทั้งสองแบบ หากถูกใจ,4,3,4,5,3,2,4,4,Kingcat เพราะเปณ Theme เดียวกันทั้งหมด จำแบรนด์ได้ง่าย และ ระบุชัดเจนว่าเป็นสูตรไหน,ไม่เติมจ้า,3,4,2,3,2,4,4,3,3,3,4,4,3,4,3,3,4,3,3,3,3,4,4,3,3,3,4,3,3,3,3,4,3,3,3,4,4,4,3,4,3,3,3,3,3,4,4,4,4,4,"Option 3, Option 8, Option 10",30-39,หญิง,แต่งงานแล้ว
6/26/2024 18:40:21,เพื่อนที่ดีที่สุด,ไทย,Purino neo,4,4,5,4,4,1,ภาพแมวจริง หรือแมวสมจริง (AI),4,4,4,4,4,4,4,4,Purino neo,ของเล่นแมว,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,"Option 1, Option 2, Option 3",30-39,หญิง,หย่าร้าง/เป็นม่าย
6/26/2024 18:42:06,ลูกรักหักเหลี่ยมโหด,ศุภลักษณ์ และแมวสีสลิดไทย,Friskies และอาหารเปียก,5,4,4,4,4,1,ภาพแมวจริง หรือแมวสมจริง (AI),4,4,5,5,5,5,5,4,Friskies,การแก้ปัญหาสุขภาพต่างๆ,4,5,4,4,3,3,3,2,3,3,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,4,4,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,4,"Option 1, Option 3, Option 6",30-39,หญิง,แต่งงานแล้ว
6/26/2024 18:43:58,เป็นคนในครอบครัว,เปอร์เซีย,Purino neo / Cativa,4,5,5,3,5,0,ภาพแมวจริง หรือแมวสมจริง (AI),4,3,5,5,3,5,5,4,purino neo,ตัวหนีบสำหรับหนีบปากถุงอาหารหลังจากแกะแล้ว,3,5,3,2,3,5,5,5,4,5,5,5,5,5,3,2,2,2,2,2,2,2,2,2,2,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,"Option 2, Option 3, Option 6",30-39,ชาย,แต่งงานแล้ว
6/26/2024 18:49:21,เหมือนลูกหลาน,ไทยบ้าน,ยูโอ,4,2,5,2,3,1,ได้ทั้งสองแบบ หากถูกใจ,4,4,4,4,5,3,4,4,felipro ถุงสีแดง แมวหน้าตาน่ารัก,หน้าแมว ที่เหมาะกับอาหาร,3,4,3,3,3,4,4,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,4,4,4,4,4,3,3,3,3,3,"Option 2, Option 3, Option 9",40-49,หญิง,มีแฟนแต่ยังไม่แต่งงาน
6/26/2024 18:50:54,ลูก,สกอตติช,Purino neo,4,3,4,3,4,1,ภาพแมวจริง หรือแมวสมจริง (AI),4,3,5,4,4,4,4,3,ไม่ได้มองบรรจุภัณเป็นปัจจัยหลัก ดูที่ประโยชน์และสารอาหาร,ไม่มี,3,3,2,3,2,3,4,3,3,3,3,4,4,3,3,3,4,3,3,3,3,4,4,3,3,3,4,4,4,3,3,3,2,3,3,4,4,3,4,3,2,3,2,3,3,2,3,2,3,3,"Option 3, Option 5, Option 8",20-29,ชาย,มีแฟนแต่ยังไม่แต่งงาน
6/26/2024 18:51:23,ลูก,เปอร์เซีย,King cat,4,2,4,2,4,1,ภาพแมวจริง หรือแมวสมจริง (AI),5,4,4,5,3,3,3,4,Kativa,,4,5,3,3,4,4,5,3,4,3,4,4,3,3,3,3,4,3,3,3,3,4,3,3,3,4,4,3,3,3,4,4,4,4,4,4,4,3,3,3,4,5,4,4,4,3,3,3,3,3,"Option 1, Option 2, Option 9",30-39,ชาย,แต่งงานแล้ว
6/26/2024 18:55:46,ครอบครัว,Short hair,King cat,4,2,5,2,5,1,ได้ทั้งสองแบบ หากถูกใจ,5,3,4,3,4,3,3,3,King cat เพราะดู premium สีสันไม่ฉูดฉาด น่าเชื่อถือ,ป้องกันความชื้น เก็บรักษาคุณภาพได้ดี,3,3,3,2,2,3,3,2,2,2,3,4,3,3,3,3,4,3,3,3,2,4,3,2,2,2,2,2,2,2,4,4,4,3,4,3,4,3,3,3,2,2,2,2,2,2,5,3,3,3,"Option 3, Option 7, Option 10",30-39,หญิง,แต่งงานแล้ว
6/26/2024 18:59:12,เป็นเหมือนลูก,"สก้อตติช,มัชกิ้น","คิงแคท, แคทิว่า",3,3,4,2,5,1,ได้ทั้งสองแบบ หากถูกใจ,5,5,4,3,2,2,4,4,Buzz อาหารแมว น่ารักดีค่ะ เปนลายเส้นวาด,ไม่รู้อะ,4,4,4,3,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,3,4,4,5,3,5,4,4,4,4,4,5,3,3,3,4,2,3,3,3,3,"Option 3, Option 4, Option 5",20-29,หญิง,โสด ไม่มีแฟน
6/26/2024 19:00:48,น้องชายสุดที่รัก,"อเมริกันช็อตเเฮร์, ศุภโชค, เบงกอก, โคราช",แคทิว่า,5,5,5,5,5,1,ได้ทั้งสองแบบ หากถูกใจ,5,5,5,5,5,5,5,5,แคทิว่า ลักษณะภาพ สีเเบรนด์,ไม่มี,4,4,4,4,4,3,3,3,3,3,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,"Option 1, Option 3, Option 4",30-39,หญิง,มีแฟนแต่ยังไม่แต่งงาน
6/26/2024 19:03:00,ลูกสาว,สก็อตติส โฟลด์,Teste of the wild,5,5,5,5,4,0,ได้ทั้งสองแบบ หากถูกใจ,2,2,5,5,2,3,5,5,แคทิวา มีรูปแมวหลากหลายพันธุ์ ตัวอ้วนดูสมบูรณ์ สีสันบนห่อสดใส ชัดเจน ภาพพื้นหลังดูสื่อถึงแหล่งวัตถุดิบที่พรีเมียม,เพิ่มภาพชิ้นเนื้อ วัตถุดิบ ใหญ่ๆ ชัดๆ ให้สื่อถึงคุณภาพของวัตถุดิบ,3,5,2,2,2,3,3,2,2,2,5,5,3,3,5,5,5,3,3,4,2,3,2,2,2,3,5,4,3,3,2,3,3,3,3,4,5,3,4,4,3,3,3,4,2,2,2,2,2,2,"Option 3, Option 4, Option 8",20-29,ชาย,มีแฟนแต่ยังไม่แต่งงาน
6/26/2024 19:06:42,Best friend,Scottish,King catt,5,4,4,4,4,0,ได้ทั้งสองแบบ หากถูกใจ,5,5,5,5,5,4,4,5,Whiskas,,4,4,3,2,2,3,5,3,2,3,4,5,5,4,4,2,5,2,2,2,2,5,2,2,2,5,5,5,5,5,3,5,3,3,3,4,5,4,4,4,3,3,3,3,3,2,2,2,2,2,"Option 5, Option 6, Option 7",30-39,ชาย,มีแฟนแต่ยังไม่แต่งงาน
6/26/2024 19:10:45,เป็นเพื่อนเล่นเวลาเหงา,แมวจร,แบบแบ่งขาย,3,4,2,2,3,1,ภาพแมวจริง หรือแมวสมจริง (AI),3,3,3,3,3,3,2,3,วิสกัส,,2,3,2,2,3,3,3,3,3,3,4,4,3,3,4,3,3,2,4,4,4,4,3,2,3,2,3,3,4,3,3,3,4,4,2,2,4,4,4,3,2,2,3,4,4,4,4,3,3,4,"Option 2, Option 3, Option 6",20-29,ชาย,โสด ไม่มีแฟน
6/26/2024 19:29:21,เป็นเพื่อน เป็นเซฟโซนที่เล่าอะไรให้ฟังก็ได้,แมวไทยค่ะ (แมวจร),"Purino, Betagro, Perfecta",5,3,4,1,4,1,ได้ทั้งสองแบบ หากถูกใจ,5,4,5,3,5,3,5,4,"Canagan, Neez+, Lifemate เพราะดีไซน์ดูแตกต่างจากผลิตภัณฑ์แบรนด์อื่นๆ ตามท้องตลาด มีความ minimal และดู premium",ถุงที่ง่ายต่อการเทและการเก็บรักษา ก็มีส่วนสำคัญในการตัดสินใจซื้อค่ะ,3,3,2,2,2,3,3,3,2,2,4,4,3,3,4,3,4,2,3,2,3,4,4,4,2,4,4,3,4,4,3,4,4,4,2,3,4,3,3,2,3,3,2,3,2,5,5,3,4,4,"Option 3, Option 6, Option 10",20-29,หญิง,โสด ไม่มีแฟน
6/26/2024 19:30:22,สิ่งที่ช่วยฮีลใจและให้ความสุข,แมวจรจัด คิดว่าพันธ์ผสม,แคทิวา คิงแคท,3,3,4,2,3,0,ได้ทั้งสองแบบ หากถูกใจ,3,3,3,3,3,3,3,3,วิสกัส,ไม่มี,3,4,3,4,4,4,5,4,4,4,3,4,4,4,3,2,4,2,2,2,2,4,2,2,2,2,4,3,2,2,2,3,4,3,2,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2,"Option 1, Option 2, Option 3",20-29,หญิง,มีแฟนแต่ยังไม่แต่งงาน
6/26/2024 19:32:07,เหมือนเป็นเพื่อนเป็นลูกคนหนึ่งเลย คอยอยู่กับเราตลอดเวลาเศร้าเวลาเหงา เวลาดีใจ เป็นที่คอยรับฟังเราระบายเรื่องต่างๆได้ดีมากๆ,เปอร์เซีย,Buzz,4,4,4,3,5,1,ได้ทั้งสองแบบ หากถูกใจ,5,4,4,4,3,2,5,4,Buzz เพราะเป็นลายการ์ตูนน่ารักมาก,เพิ่มหน้าแมวตัวเอง,3,4,2,3,2,3,4,3,3,3,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,2,4,4,3,5,5,4,4,5,5,5,4,4,4,3,3,3,3,3,2,2,2,2,2,"Option 6, Option 7, Option 8",20-29,หญิง,โสด ไม่มีแฟน
6/26/2024 19:32:41,สมาชิกในครอบครัว,เปอร์เซีย,คิงแคท,4,4,4,3,4,1,ได้ทั้งสองแบบ หากถูกใจ,4,4,4,4,4,3,5,5,คิงแคท เนื่องจากมีความเป็นยูนีค มีแพทเทิร์นที่ต่อให้เป็นสีหรือคนละสูตรก็รู้ว่านี่คือของยี่ห้อนี้,,2,2,2,2,2,2,2,2,2,2,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,5,5,3,3,4,4,4,3,3,4,4,5,3,3,4,2,2,2,2,2,2,4,2,2,2,"Option 6, Option 7, Option 8",30-39,หญิง,โสด ไม่มีแฟน
6/26/2024 19:33:19,เลี้ยงเกมืลูกเลย รักที่สุด,แมวส้มสลิดกับวิเชียรฮิมาลายัน,King Cat,4,4,4,4,5,1,ได้ทั้งสองแบบ หากถูกใจ,4,3,4,4,3,4,5,5,King Cat,,2,2,2,2,2,3,3,3,3,3,5,5,5,4,5,5,5,4,4,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Option 3, Option 4, Option 5",30-39,หญิง,มีแฟนแต่ยังไม่แต่งงาน
6/26/2024 19:37:21,เป็นลูก เป็นที่คลายเครียด เวลาเหนื่อยๆ มากอดแมวแล้วหายเหนื่อย ฟูลฟีล,Scottish Fold,Kativa,4,5,3,5,5,1,ได้ทั้งสองแบบ หากถูกใจ,5,5,5,5,3,5,5,5,Taste of the Wild,"เรื่องกระดูก ข้อต่อ , ช่วยลดความเครียด",3,5,2,1,1,4,5,5,3,2,5,5,4,3,5,4,5,3,5,4,5,5,5,5,5,5,5,3,4,4,3,5,5,5,4,3,5,2,2,3,1,2,2,3,1,1,1,1,1,1,"Option 3, Option 5, Option 6",20-29,ชาย,มีแฟนแต่ยังไม่แต่งงาน
6/26/2024 19:42:27,เป็นเหมือนลูกของเรา,พันธุ์ไทย,ฮีโร่แคท,4,3,5,2,3,1,ภาพแมวจริง หรือแมวสมจริง (AI),4,4,5,4,4,4,4,3,ยูโอ ภาพแมวดูสมจริง ดูเรียบง่าย สบายตา,วิธีการดูแลสุขภาพ ของแมว และ บางอาการป่วยที่เจ้าของควรสังเกตุ,3,3,3,3,2,2,2,2,2,2,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Option 1, Option 3, Option 8",50+,หญิง,โสด ไม่มีแฟน
6/26/2024 19:44:22,เพื่อน,พันธ์ุทาง,Whiskas,4,2,5,2,3,0,ได้ทั้งสองแบบ หากถูกใจ,2,4,4,4,2,2,5,4,อาหารเปียก Vif เป็นรูปแมวการ์ตูน ไม่เหมือนใคร,แมวชอบอันดับ1,3,4,2,3,3,4,4,3,2,3,5,3,3,4,4,2,2,3,2,2,2,3,3,2,2,4,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,"Option 3, Option 6, Option 7",30-39,หญิง,แต่งงานแล้ว
6/26/2024 19:44:42,ลูกของเรา,สก็อตติช บริทิช,King cat,3,3,4,2,5,1,ภาพแมวจริง หรือแมวสมจริง (AI),4,4,4,3,3,4,3,4,King cat,ปริมาณพลังงานที่ได้รับ,1,1,1,1,1,1,1,1,1,1,3,4,3,3,3,1,1,1,1,1,1,4,2,2,2,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Option 3, Option 5, Option 7",30-39,หญิง,มีแฟนแต่ยังไม่แต่งงาน
6/26/2024 19:45:20,คนในครอบครัว,พันธ์ุไทย,Kingkat,4,3,5,3,4,0,ได้ทั้งสองแบบ หากถูกใจ,3,4,4,4,3,3,5,3,วิสกัส,ความเรียลหรือแคกต่าง,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,3,3,3,3,3,"Option 1, Option 2, Option 4",40-49,หญิง,แต่งงานแล้ว
6/26/2024 19:47:41,น้องสาว,ไทย,YouO,4,2,2,2,4,1,ได้ทั้งสองแบบ หากถูกใจ,4,3,5,4,1,3,5,1,Regalos เพราะเป็นแมวการ์ตูนตาโต ไม่มีแบรนด์อื่นทำแบบนี้,ถุงอาหารที่สามารถเป็นที่ลับเล็บได้,4,4,2,5,5,3,3,1,1,1,3,4,3,4,5,4,5,3,4,5,2,4,2,2,1,4,5,2,3,4,5,5,3,4,5,5,5,3,3,5,2,4,2,2,1,4,5,4,3,5,"Option 3, Option 7, Option 10",40-49,ชาย,โสด ไม่มีแฟน
6/26/2024 19:56:04,ลูก,"บริติช ชอทแฮร์ , สก๊อตติช",Will’s,5,5,5,5,5,1,ภาพแมวจริง หรือแมวสมจริง (AI),5,5,5,5,5,5,5,5,Will’s,"ยอดขายอันดับ1, สัตวแพทย์แนะนำ, ไม่ทำร้ายไต , ดีต่อสุขภาพ",2,5,1,1,1,1,1,1,1,1,5,5,1,5,5,1,5,1,2,1,1,1,1,1,1,4,5,5,2,4,1,1,4,2,2,1,1,1,1,1,1,5,2,2,2,1,1,1,1,1,"Option 2, Option 5, Option 6",40-49,ชาย,แต่งงานแล้ว
